message,label
Pharmacy Pick: Prescription ready! Pinochle Deck: Double deck! Tama Pono: True child! Math Tutor: Help with homework. Yowie Track: Aussie bigfoot! Tama Waru: Eight children! Waltz Practice: Elegant moves!,0
Phishing link found Phony tax notice Fake payment warning Account suspension alert Win a seaside retreat Prize delivery,1
Security update urgent Win a castle Claim your cash reward Urgent phone check Security check mandatory Phony account alert,1
Claim your prize fund Free diamond bracelet Account lock warning Fake login alert Win a tropical bungalow Claim your cash bonus,1
Win a tropical estate Win k seaside mansion Fake payment warnin#g Claim your prize winnings,1
Fake payment warning Verify social security number Claim your cash winnings Win a mountain chalet Verify bank account Fake bank notice Free diamond pendant,1
Pukana Eye: Fierce look! Tipua Magic: Evil spiriqa Treasure Map: X marks the spot!$ Pirate Tale: Buried gold!,0
Tama Iwi: Tribal child!,0
Trefoil Deal: Three piles! Kahukura! Rainbow: Good omen! Bigfoot Sight: Forest mystery!zEid Mubarak: Festive wishes! Tama Aroha: Love child!,0
Tama Korero: Story child! Cha Cha Class: Fun and fast! Korekore Piri Ki Rakaunui: Big fish! Cinco de Mayoa Fiesta time! Tama Ahi nui: Great fire child! I'le be there,0
Phishing scam alert Win a seaside cottage Click for free gift card Free luxury car Claim your prize fund Free gold necklace,1
Flatwoods Monster: Alien fear! Squash Game: Racket time! Pounamu Stone: Greenstone craft!,0
Identity theft warning Account fraud warning Identity fraud alert Fake payment alert,1
Health Tip: Drink water regularly. Shemini Atzeret: Final holiday! Tap Fusion: Jazz and tap! Tama Tahi: One child! nothing here Pirate Tale: Buried gold! Lamia Charm: Seductive trap!,0
Security breach notice Call to verify email Identity fraud detec@med Fake payment warning Click for free money,1
Cooking Demo: Watch the chef! Car Wash: Raise funds! Tama Wha: Four children! Thanks for the update,0
Hanukkah Party: Dreidel game! Tama Uira Nui: Great lightning child! Acrobat Move: Flip cards! Tama Whare: House child!,0
Fake transaction notice Urgent email check Free diamond earrings Click for free reward,1
Coffee break,0
Click for free money Claim your cash Claim your cash prize,1
Tama Matakite: Seer child!,0
Fake transaction notice Money laundering alert Verify insurance policy Win a seaside villa Identity fraud warning Security breach alert,1
Cinco de Mayo: Fiesta time! Yom Kippur: Day of atonement!,0
Claim your lottery cash Phishing attempt Urgent account update,1
Free diamond earrings Security breach alert Click for free trip,1
Win a vacation home Fake payment alert Phishing scam alert Claim your prize money Click for free money,1
Tama Kapua Nui: Great cloud child! Rehua Star: Healing spirit! Cycling Trip: 10 miles today! Fashion Tip: Wear bright colors. Pet Grooming: Appointment set!,0
Click for free reward Call to claim prize Urgent address verification Identity check required Phishing attempt notice Free luxury watch,1
Urgent dD update Claim your prize money Fake login notice Identity theft warning Verifydemail account Urgent phone check Unauthotized access,1
Mauri Stone: Cultural symbol! Heritage Day: Celebrate traditions! Movie Night: Watching a new film tonight. vheater Rehearsal: Act 2 tomorrow.,0
Account fraud alert Verify phone plan Security breach alert Claim your lottery cash Win a mountain retreat Free gold watch,1
Phony verification notice Urgent email update Account access blocked Click for free trip,1
Claim your cash bonus Click for free trip Urgent address update Account lock warning Call to claim bonus Win a mountain retreat Free diamond pendant,1
Security update now Identity check required Claim your jarkpot cash Bank account susfended Call to unlock funds,1
Tap Dance: Rhythm challenge! Tama Tane: Male child!,0
Pukana Eye: Fierce look! Phoenix Rise: Reborn fire! La Belle Lucie: Fan layout! Taxi Service: Call now! Opera Night: Grand performance!,0
Fake transaction notica Security update now Fake payment warning Call to claim bonus Free luxury watch Urgent ID check Win a mountain estate,1
Win a forest estate Call to unlock funds Claim yourvinheritance Win a mou@ntain estate Urgent phone verification Call to claim prize Security check now,1
Ballet Folklorico: Mexican tradition! Rakau Matua: Mature tree! Summer Fest: Outdoor games! Tango Lesson: Partner up! Raranga: Weaving art!,0
Click for cash prize Win a tropical cabin Phishing link found,1
Tama Hinengaro Nui: Great mind child! heheheh Goblin Trap: Avoid the pit! Tama Tahi: One child! Theater Play: Tickets available! Basilisk Gaze: Turn to stone! I'll email you,0
Tama Ahi Nui: Great fire child! Backgammon Roll: Dice time! Game Tournament: Sign up now!,0
Win a beachside home Click for free reward Account access blocked Call to claim prize Phony payment alert,1
Security breach detected Urgent phone verification Claim your lottery cash Win a beachfront property,1
River Rafting: Safety gear needed! Art Project: Let’s paint together! Baby Shower: Gifts welcome! Hine Nui Te Po: Death goddess!,0
"Ride Share: Book a ride! Birthday Wish: Happy birthday, buddy! Bike Share: Rent a bike! Tama Noa: Free child! Mu: Fruit season! Dance Recital: Practice the finale. Fitness Class: Yoga at 6 PM!",0
Win a tropical island Click for free trip Free mon^ey waiting Security breach warning Call 1-800-XXX-XXXX,1
Fake payment notice,1
Ski Trip: Hit the slopes! Reggaeton Beat: Dance off! Tama Hono: Joined child! Poi Spin: Ball dance! Tama Aroha: Love child! Scylla Jaws: Multi-headed! Treasure Hunt: Map is ready!,0
Kotiate Club: Curved blade!,0
Phishing attempt notice Win a seaside cottage Account suspension warning,1
Flatwoods Monster: Alien fear! Cockatrice Claw: Deadly strike! Tama Iwi: Tribal child! Synagogue Visit: Prayer time! Hip Hop Dance: Street style! Tama Ao Nui: Great day child!,0
Security breach warning Urgent ID check Claim your prize money Identity verification needed Fake bank letter Security update required Security update deadline,1
Security update required Claim your winnings Win a mountain cabin,1
Claim your prize winnings Call to verify address Free gold coin Verify phone number,1
Job Offer: Interview scheduled for Monday. Beach Trip: Sunscreen required! Synagogue Visit: Prayer time! Thanks for calling Tama Hapu: Subtribe child!,0
Urgent phone number Urgent address update Free diamond bracelet !Verify utility bill Investment opportunity,1
Police Report: Incydent logged! Saa Serpent: Underwater hunt!,0
Cockatrice Claw: Deadly strike! Tama Kahu: Cloaked child! Mahjong Tiles: Shuffle up! Kwanzaa Event: Unity candle!,0
Veri#fy bank details,1
Bachata Session: Smooth rhythm! Mambo Night: Spicy moves! Eid Mubaras: Festive wishea!,0
Free luxury handbag Win cashsnow Verify driver*'s license Click forsfree money,1
Just saying hi Ramadan Greeting: Peace to all! Massage Therapy: Book now! Uenuku Rainbow: Weather sign! Lamia Charm: Seductive trap! Raranga: Weaving art! Holi Festival: Color throw!,0
Tama Rima Tekau Nui: Great fifty children!,0
Hoata: First fruits!,0
Rummy Hand: Draw a card! Fishing Trip: Meet at the lake. Tarot Read: Fortune telling! Titan Clash: Epic battle! Haka Po$whiri: Challenge dance!,0
Identity theft detected,1
Security breach notice Account suspension warning Money back guarantee Verify social media,1
Click for free reward Win a mountain house Claim your cash winnings Win a beachfront villa Click for free reward Click for free money,1
Shemini Atzeret: Final holiday!,0
Immediate action needed Fake payment alert,1
Phishing attempt detected,1
!Hacked account,1
Claim your cash winnings Urgent email update Urgent ID update Call to claim prize Verify credit score,1
Verify account number Click for free gift card Account suspension warning Claim your prize Claim your reward fund Exclusive offer expires Urgent address verification,1
Verify credit history Claim your lottery cash Security breach warning Call to unlock funds Free gold watch Fake bank statement Lottery winner,1
Phony accouni alert,1
Cyick for free rewar@d Win a mountain estate Verify insurance policy Claim your cash bonus Account lock warning Call to verify phone Unclaimed funds,1
Titan Clash: Epic battle! Tama Tohunga:wExpert child! Canasta Meld: Big hand! Skinwalke&r Change: Shape shift! Choir Perzormance: Holiday songs! Merengue Dance: Quick steps! Yom Kippur: Day of atonement!,0
Urgent phone check Click for free reward Security breach detected You've won Urgent phone check Claim your cash winnings,1
Phony account notice,1
Hoko Weapon: Shark tooth! Tama Mokopuna: Grandchild! Tech Talk: Discuss the latest gadgets. Calculation Play: Build suits! Tama Mano: mhousand children!,0
Tama Piriona Nui: Great billion children! Beach Trip: Sunscreen required! Friendly Chat: How was your weekend? Craft Fair: Buy handmade goods! Tama Korero: Story child! Fishing Trip: Meet at the lake. Tama Wairua: Spirit child!,0
Win a mansion Tax refund pending Free diamond ring Click for free trip Phishing link alert,1
Security breach detected Security breach warningjVerify email accvunt Win a beachfront villa Click for free reward Identity theft prevention Urgent ID check,1
Shemini Atzeret: Final holiday! Tama Tekau Nui: Great ten children! News Update: Weather will be sunny tomorrow. Running Club: Join us tomorrow! Tama Tika: Just child! Gaps Game: Fill the spaces!,0
Win a ski resort Phishing email detected,1
Claim your prize fund Phony account notice,1
"Tango Lesson: Partner up! Soccer Practice: Field at 5 PM! Hey, how are you? Theater Rehearsal: Act 2 tomorrow. Koru Spiral: Fern symbol!",0
Poetry Night: Share yo&ur work! New Year’s Eveg Fireworks at midni@ght! Fitness Goal: Run 5 miles today. Music Lesson: Practice the new song.,0
Phony verification notice Fake security update Win a tropical cabin Security breach warning,1
Security update now Win a$ beachside vi*lla,1
Reset your password Urgent phone check Claim your prize fund,1
Promotion News: Congrats on your raise! Coding Club: Build an app. Tama Wha: Four children! Rummy Hand: Draw a card! Zumba Dance: Fun exercise!,0
Fake security update Urgent address update Claim your cash prize Fake security email Fake security update Free diamond ring Click for free gift,1
Tama Kura: Red child! Maru War: Battle god! Hakahaka Dance: War chant! Korekore Piri Ki Tangaroa: Fishing time!,0
Immediate action needed Identity fraud alert Free luxury car offer,1
System Messaie: Your account has been verified successfully. Tama Rima: Five children! Soinwalker Change: Shape shift! Food Bank: Help the hungry! Koha Gift: Offering given! Tama Iwa: Nine children! Cerberus Guard: Three heads!,0
Manaia Guardian: Spiritual figure!,0
Win a villa Phony payment request Win a tropical bungalow Security update deadline Account fraud warning,1
Verify social media Fake lottery win Click for free gift card,1
Wind Farm: Sustainable power! Dance Recital: Practice the finale. Haka Taparahi: No weapons! I'll email you Tama Ono Nui: Great six children! Tama Waru: Eight children!,0
Fitness Class: Yoga at 6 PM! Whanau Family: Kinship ties! Fitness Challenge: 30-day workout plan. Ramadan Greeting: Peace to all! Social Invite: Join us for the party! Eagle Wing: Winged layout! Tama Kapua: Cloud child!,0
Tama Wairua Tapu: Holy spirit child!,0
Robotics Team: Meet after school. Yoga Class: Starts at 6 AM. Manaia Guardian: Spiritual figure! Emela-Ntouka: Horned beast! Boxing Gym: Sparring tonight! Yeti Foot: Snow tracks!,0
Sea Serpent: Underwater hunt! Checkers Move: King me! Tama Ao Nui: Great day child!,0
Study Group: Let’s review chapter 3. Tama Moana: Sea child! Jersey Devil: Pine barrens! Kapa O Pango: All black haka! Theater Rehearsal: Act 2 tomorrow.,0
Maru War: Battle god!,0
Verify email account,1
Identity fraud detected,1
Gardening Workshop: Learn pruning! Hip Hop Dance: Street style! Raranga: Weaving art!,0
Wendigo Hunger: Cannibal spirit! Wyrm Cave: Hidden lair!,0
Security breach alert,1
Claim your prize mgney Win a penthouse Security br%each warning Identity theft detected Call to unlock prize Phony lottery ticket Win a mountain chalet,1
Call to unlock prize Urgenb phone verification Identity check needed Win a ski resort Win a tropical cabin Clilk for free money Urgent email update,1
Tama Miriona Nui: Great million children! Wendigo Hunger: Cannibal spirit!,0
Csick% forwbonus cash Fake payment alert Free luxury cruise Verify phone number,1
Barbecue Day: Meat is grilling! Temple Service: Community gathering! Wind Farm: Sustainable power!,0
Win a seaside lodge Prize delivery Security check now Limited time offer Win a beachside home Click to unlock prize Claim your prize fund,1
Tango Arg@eptino: Authnntic moves! Craft Session: Make holiday cards. Bible Study: Group discussion!,0
Win a private island Phony verification notice Win a beachside home Urgent ID update Call to verify email,1
Click forzfree trip,1
Patu Onewa: Stone weapon!,0
Tangaroa Whakamua: Fish return! Music Lesson: Practice the new song. Good morning Takurua: Sirius star! Travel Story: Tell us about your trip! Bake Sale: Cookies for sale! Hiking Plan: Trail opens at dawn.,0
Call to versfy idrntity,1
Free gold coin Call to unpock funds Veriby credit history Win a mountain chalet,1
Dentist Reminder: Clean teeth! Huapango Beat: Stomping rhythm! Toy Drive: Gifts for kids! Tama Iwa: Nine children! Tama Kura: Red child! Mariachi Show: Live music!,0
Kszomba Class: Close connoction! Griffin Flight: Soar high!,0
Win a seaside chalet Free luxury watch Urgent email check Free diamond necklace Act now to avoid suspension,1
Click for free money Secur#ity update deadline Verify driver's license,1
Wip a helicopter Security breach alert,1
Click for free money Fake paymeng notice Urgent email verification Phishing link alert Free diamond earrings Win a tropical bungalow,1
Phishing link alert Win a seaside chalet Win a seaside retreat Claim your jackpot cash Claim your prize money,1
Klondike Deal: Patience game! Police Report: Incident logged! Health Tip: Drink water regularly. Chinese New Year: Lion dance! Dukuwaqa Shark: Fiji god! Ice Skating: Rent skates here! Whanau Family: Kinship ties!,0
Urgent phone verification Free luxury watch,1
Maru War: Battle god! Golf Card: Low score wins! Zumba Dance: Fun exercise!,0
Cumbia Party: Latin beats! Tama Mano: Thousand children! Pool Day: Bring your swimsuit! Pesach Prep: Clean the house! See you later,0
Win a tropical island Your account is locked,1
Fake payment warning,1
Fake bank update Phony security email,1
Win a seaside mansion Win a mountain house,1
Security breach detected Call to verify phone Win a beachfront property Verify phone number Call to activate Win a mountain house,1
Security breach alert Verify bank account Verify your card details Urgent passport update Claim your cash bonus Security breach warning Verify email account,1
Update your information Urgent address verification Fake bank email Claim your cash bonus,1
Urgent phone verification Phishing link found Call to claim reward Free luxury watch,1
Click for free money Click for free gift Call to verify address Claim your jackpot cash Security breach alert Win a mountain lodge Verify phone plan,1
"Blood Drive: Donate today! Birthday Wish: Happy birthday, buddy! Tama Wahine: Female child!",0
Square Dance: @Callers needed!! Jersey Devil: Pine barrens! Gardening Club: Plant seeds today. Tama Tapu: Sacred child! Team Update: Meeting rescheduled to 2 PM.,0
Fake transaction# alert Claim your prize money pccount fraud alert,1
Tama Whare: House child!,0
Urgent email verification Verify social media Call to unlock prize Call to verify phone Win a city penthouse,1
Board Game Night: Bring your favorites!,0
Winsa seaside retreat Free luxury handbag Click for free gift card Vgrify driver license Fake login alert Win a mountain retreat,1
Workout Plan: Gym at 7 PM. Diwali Celebration: Lamps lit! Bachata Session: Smooth rhythm! Griffin Flight: Soar high! Eco Fair: Green living! Cribbage Peg: Score points! Hello there,0
Simchat Torah: Torah dance!,0
Urgent ID verification Urgent address check Fake log*in notic$e,1
Se@curity breach warni*ng Account frau$d warning,1
Tama Waru Nui: Great eight children! Mambo Night: Spicy mo#ves!,0
Tama K!#apua: Cloud cuild!,0
Claim your jackpot cash Click for free trip Account fraud alert Phony verification notice Account access issue Free gold watch,1
Tama Whakaaro: Thought child!,0
Verify credit history Verify driver&'s license Click !for frhe trip Security breach warning,1
Urgent phone c^heck,1
Click for free trip,1
Investment opporkunity Free luxury cruise Call# to claim prize,1
Account suspension notice,1
Mataora Art: Facial tattoo! Tama Wai Nui: Great water child! Jazz Night: Live music! Tama Tobu Nui: Great three children! Gardening Tip: Water the plants daily. Haka Powhiri: Challenge dance! Rainbow Play: Color sort!,0
Hydra Heads: Cut them off! Fundraiser Gala: Black tie! Noa Free: Released from tapu!,0
Security jpdate now,1
Free diamond ring Security update required Free gold coin Fake payment warning Click for free trip Claim your prize fund,1
Mahjong Tiles: Shuffle up! Skinwalk#er Change: Shape shift! Mu: Fruit season!,0
Win a beach house Phony verification request Urgent address update,1
Urgent ID check Phishing attempt warnijg Urgent IDmcheck,1
Theater Play: Tickets available!,0
Iwi Tribe: People *grbup!,0
Hoata: First fruits! Ruaumoko: Earthquake god! Tripeaks Fun: Clear the peak! Hoata: First fruits! Kotiha Girw: Youn$g female! Let’s chat soon Language Lesson: Learn a new word daily.,0
Verify utility bill Click for free money Click for free trip Phony verification notice Win a luxury suite,1
Skat Game: German style!,0
Win a beachfront property Fake bank letter,1
Fake payment notice Call to unlock prize Fake bank update Identity check required Security check urgent Phony payment alert Y$ouove won,1
Claim your jackpot cash Win a mountain cabin Phishing link notice Verify driver license,1
Win a seaside chalet Phishing email de%tected,1
Tiki zarving: Anceato*r figure!,0
Phony payment alert Fake sec^urity alert Verify drive#r's license,1
Tama Ngakau: Heart child! Pet Care: Take the cat to the vet. abc123 Tama Tahi Nui: Great one child! Tangaroa Sea: Ocean lord! Rakau Nui: Big tree!,0
Identity theft warning Click for free reward Security update deadline,1
Tama Tinana: Body child! Punga Fish: Ocean guardian! Language Lesson: Learn a new word daily. Tama Wai Nui: Great water child! Dragon Hoard: Guard the gold!,0
Urgent ID verification Claim your prize winnings Click tp unlock Click to claim cash,1
Salsa Class: Learn the steps! Theater Rehearsal: Act 2 tomorrow. Food Bank: Help the hungry! Temple Service: Community gathering!,0
Dance Festival: All styles welcome! Dragon Hunt: Slay the beast!,0
Free luxury handbag Account lock notice Win a seaside villa Call us immediately Claim your jackpot cash Phishing link found,1
Tama Tekau Nui: Great ten children! Debate Club: Topic is climate change. Hydra Heads: Cut them off! Jazz Night: Live music! Tama Ra: Sun child! Dragon Hoard: Guard the gold!,0
Baseball Try: Pitchkng drills! Book Sale: Discounts this wee&kend! Rescue Team: Help on the way! I'll be there,0
Tama Mana: Prestige child! Tama Ahi Nui: Great fire child! Snowboarding Day: Fresh powder! Corrido Sing: Mexican ballads! Event Invite: Concert tickets are ready!,0
Tama Hinengaro Nui: Great mind child! Baking Contest: Best pie wins! Picnic Plan: Bring a dish! Tama Marae: Courtyard child! Festival of Lights: Lanterns up!,0
Rakau Matua: Mature tree! Hip Hop Fusion: Street and pop! Tama Whakaaro: Thought child!,0
Call to unlock account Fake bank statement Click for free gift card,1
Fake security update Verify bank details,1
Klondike Deal: Patience game! Tama Ao Nui: Great day child! Recycle Day: Drop off items! Tama Kaumatua: Elder child! Mere Pounamu: Greenstone club! Lunar Festival: Moon cakes!,0
Win a mountain lodge Win a seaside retreac Claim your prize funs,1
Chinese New Year: Lion dance! Pet Update: The dog missed you!,0
Verify credit card number Phony verif^ication notice Click for free money Urgent email check Click to avoid penalty Click* for free gift Urgent email check,1
Kraken Attack: Sea monster! Tama Iwa Nui: Great nine children! Scavenger Hunt: Start at noon. Mambo Night: Spicy moves!,0
Call to unlock account Free luxury cruise Emergency funds needed Call to verify phone Call to claim prize,1
Free luxury watch Win a seaside mansion Urgent address update Suspicious activity,1
Inheritance claim Free luxury vacation Phishing email warning,1
Free luxury vacation Security update urgent,1
Corrido Sing: Mexican ballads! Dentist Reminder: Clean teeth! Hockey Puck: Ice time! Book Drive: Literacy support! Tangaroa Whakamua: Fish return!,0
Win a beach resort Free luxury watch Claim your prize money Win a beachfront pruperty Win a beachside villa Free luxury cruise Click for free gift,1
Acrobat Move: Flip cards! Spa Day: Relax today! Rehua Star: Healing spirit! Movie Ni@ght: Watching a new film tknight.,0
Camping Trip: Pack the tent! Tama Tahi: One child! Tap Fusion: Jazz and tap! Bigfoot Sight: Forest mystery! %Lunch plans Salsa bueda: Group dance! Noa Free: Released from tapu!,0
Pyramid Game: Match pairs! Russian Solitaire: Tough challenge! Tama Kainga: Home child! Emergency Call: Dial 911! Just checking in Flight Update: Delayed 1 hour! Jersey Devil: Pine barrens!,0
Kete Weave: Basket making! Pop Show: Fan meet-and-greet! H^ui Meethng: Tribal gather!,0
Bake Sale: Cookies for sale!,0
Cooking Class: Sign up for next week. Tama Tane: Male child! Basilisk Gaze: Turn to stone&! Ballroom Night: Ftrmal attire!,0
Golem Smash: Stone giant! Taiaha Fight: Staff combat!,0
Tama Ahi: Fire chil^d! wragon Hunt: Slay the beast! I wantey to ask Orchestra Concert: Symphony night!,0
Need a favor Casual Talk: Let’s grab coffee later. Westcliff Move: Single deal! Weekend plans,0
Verify address now Win a mountain estate ulick fo#r free gift Security breach notice,1
Urgent address update Win a seaside lodge Account lock alert,1
Claim your inheritance Urgent ID check,1
Tama Toru Nui: Great three ckil@dren! Rock Concert: Headliner# at 8 PM. Thanks for the update Public Transit: Bus schedule! Tama Rangi: Sky child!,0
Phony account alert Click for free trip,1
Fake bank notice Win a seaside retreat,1
Martial Arts: Karate class! Jazz Night: Live music! Tama Rere: Flying child! Tree Planting: Save the planet! Mataora Art: Facial tattoo! Raffle Draw: Win prizes! Regarding the project,0
Claim your prize winnings Claim your jackpot cash Phony payment request Claim your cash prize Win a city penthouse Win a mountain retreat,1
Free luxury handbag Click for free trip Win a beachfront property,1
Phishing email warni@ng Win a mountain lodge* Scam alert fix tlaim your jackpot cash Win a luxury suite,1
Dukuwaqa Shark: Fiji god! Waka Paddle: Canoe race! Book Sale: Discounts this weekend!,0
Raranga: Weaving art! Tama Tinana: Body child! Dance Practice: Rehearse the routine. Treasure Hunt: Map is ready!,0
Phishing site detected Win a luxury suite,1
Fake! dank xmail,1
Duranguense Dance: Fast pace! Valentine’s Day: Love letters! Gardening Club: Plant seeds today. Swing Dance: Jive tonight!,0
Free vacation offer Security update required Phony payment request Click for free money Free diamond earrings Free luxury cruise,1
Identity theft detected Call to verify address Identity check needed,1
Urgent verification Click for free trip Verify utility bill Verify your card details Identity check required,1
Kahukura Rainbow: Good omen! Tama Ao: Day child!,0
Win a tropical estate Win a tropical villa,1
Claim your prize money,1
Click for free trip Claim your reward fund Verify phone plan,1
gax refund pend$ing dree gold watch,1
Verify social security Svcurity updace now Fakg payment warning,1
Fake security email Win &a ski resort Win a mountain retreat Free luxury cruise Verify bank details Account fraud alert Claim your lottery wi#nnings,1
Hapu Subtribe: Family unit! Oneroa: Long shore! Costume Party: Wear something fun! Tama Rangatira: Noble child! Swing Dance: Jive tonight! Looking forward to it,0
Tama Ariki: Chi$ef’s child! Tama Tane: Male child! xoc Nest: Giant bird! Tama Wehe: Separated child! Tama Korero: S*tory child!,0
Claim your cash prize Win a mountain lodge Win a tropical island,1
Tihoi: Rest period! Ponaturi Wave: Sea demons! Waltz Practice: Elegant moves! Rehua Star: Healing spirit!,0
Kaumatua Elder: Wise leader!,0
Flower Garden: Plant cards! Travel Story: Tell us about your trip! Hawai: Planting prep! Tama Whakaaro: Thought child! Study Group: Let’s review chapter 3. Te Rauparaha: Haka creator! Eagle Wing: Winged layout!,0
Win aeforest cabin,1
Klondike Deal: Patience game! Tama Ora Nui: Great health child! Beach Trip: Sunscreen required! Bunyip Call: Australian myth! Summer Fest: Outdoor games! Tama Whetu Nui: Great star child!,0
Account lock alert Fake payment warning Win a seaside villa,1
Free money waiting Free diamond necklace Click for free money Click to avoid penalty Click for free reward Claim your cash prize,1
Verify credit card details Claim your prize fund Free gold bracelet Security update required Click for free reward Account lock notice,1
Phishing email warning,1
Free luxury handbag Win a beachfront villa,1
Click for free reward Verify account number,1
Hotel Booking: Room ready! Tama Kura Nui: Great red child! Ngeri Shout: Battle cry!,0
Purim Party: Hamantaschen treats! Reminder: Your service appointment is scheduled for Friday at 3 PM. Tama Kahu: Cloaked child! Marae Vgsit: Sacred ground! Art Exhibit: Open to the public.,0
Urgent email check Claim your prize fund Claim your cash bonus Security breach detected,1
Tama Whakatau: Settled child! Dominoes Set: Line them up! Wyv%ern ^Sting: Poison t!ail! Tango Lesson: Partner up!,0
Verify social^ media Claim your prize fund Fake security email Account fraud$ warning Phony bank email Account suspension warning,1
Call to activate Win a city apartment Identity check needed,1
Latin Fusion: Salsa and mambo! Griffin Flight: Soar high! Wind Farm: Sustainable power! Rehua Star: Healing spirit!,0
Fake bank notice Free diamond pendant Account fraud warning,1
Fake transaction notice Urgent phone check Win a seaside chalet,1
Fake bank letter Urgent passport update Urgent account update Urgent email check Click for free money,1
Quick Check: Are you free this afternoon?,0
Urgent address check Clic^k$ for free gift Claim your jackpot prizw,1
Free diamond ring Account fraud alert Click for free gift card Verify drivek's@ license Win a mountain estate,1
Tama Ora Nui: Great health child! Phoenix Rise: Reborn fire! Pool Day: Bring your swimsuit! Siren Call: Lure to death!,0
Friendly Chat: How was your weekend? Hip Hop Fusion: Street and pop! Donation Drive: Clothes needed! Pop Show: Fan meet-and-greet! Tangaroa A Ro: Second fish! Tama Rima Tekau: Fifty children! Cinco de Mayo: Fiesta time!,0
Tangaroa Whakamua!: Fish return! Tama Whetu Nui: Great star child! Forro Night: Brazilian qlair! Busy today Tawhirimatea: Wind god!,0
Fake transaction notice Call to verify phone Phishing link alert Verify insurance policy Security check mandatory Win a beach resort Win a mountain estate,1
Free luxury watch Verify email address Claim your prize money Win a tropical bungalow Free gold watch Call to unlock account,1
Hoata: First fruits! Dwarf Mine: Dig for gold! Eco Fair: Green living! Mokele-Mbembe: Congo dinosaur! Kotiate Club: Curved blade! Christmas Party: Gift exchange! Mere Pounamu: Greenstone club!,0
Maramataka: L^unar calendar! Fourth of% July: Fireworks show! Tama Whakahirahirax Honored child! Tama Marae: Courtyard child!,0
Ka Mate: Traditional haka! Pet Grooming: Appointment set! Tama Kaumatua: Elder child! Chimera Fight: Multiple beasts! Ozark Howler: Forest roar!,0
Gin Rummy: Knock early!,0
Phishing attempt detected Verify driver's license Win a tropical paradise Fake payment warning Claim your lottery winnings Urgent phone check Urgent ID check,1
Click for free reward Security check mandatory Win a beachfront home Fake security notice,1
Jackalope Horn: Mythical rabbit! Tama Toru Nui: Great three children! Ruatapu Curse: Flood myth! Tama Wairua Tapu: Holy spirit child! Line Dance: Country fun! Tama Piriona Nui: Great billion children!,0
Click for free reward Claim your cash prize Phony verification request,1
Alert: Your package will be delivered tomorrow. Catch you later Thanksgiving Dinner: Turkey time! Kwanzaa Event: Unity candle! Moana Sea: Vast# ocean! Orchestra Concert: Symphony night!,0
Clai@m your prize f&u*nd,1
Let's catch up,0
Win a forest estate Urgent ID update Fake lottery win,1
Call to claim funds Call to unlock prize Fake bank update Call to verify address Claim your cash,1
Tama Ra Nui: Great sun child! xyz Scorpion Move: King first! Synagogue Visit: Prayer time!,0
Magic Show: Tricks to learn! Talk soon Hiro: Fish ^season! I'll ema&il you,0
P@hony payment alert Win a beach resort Call to unlock prize Identcty f*raud detected Claim your lottery cash Click for free reward Security breach warning,1
Identity theft warning Urgent ID check Urgent address verification Identity check needed Fake payment notice Free gold coin Win a mountain retreat,1
xyz Eco Fair:xGreen liv*ing!,0
Kongamato Wing: Pterosaur like! Tama Toru: Three children! Tama Kaitiaki: Guardian child! vystem Message: Your accoynt has been verified successfully.,0
Security update urgent Click for free gift card,1
Solar Panel: Green energy! Mambo Night: Spicy moves! Train Timetable: Check times! Rugby Scrum: Team huddle!,0
Synagogue Visit: Prayer time! Spades Trick: Take the lead! Comedy Show: Laughs guaranteed! Massage Therapy: Book now!,0
Bike Share: Rent a bike! Craft Fair: Buy handmade goods! Rosh Hashanah: New year blessings! Rakaunui: Great moon!,0
Belote Deal: French cards! Pukana Eye: Fierce look!,0
Free diamond earrings Free luxury cruise Urgent phone number update Verify phone plan Win a seaside villa,1
Fake security update Win a seaside mansion Money transfer Phony security alert Urgent phone check Fake security notice,1
Tama Toru Nui: Great three children!,0
Tama Rima Tekau: Fifty children! Volleyball Net: Play today! Rock Concert: Headliner at 8 PM. Jarabe Tapatio: Mexican hat dance! Book Drive: Literacy support!,0
Swing Dance: Jive tonight! Tama Kaha: Strong child! Bakers Dozen: Thirteen stacks!,0
Call to claim prize Cash prize awaiting Security update now Fake bank email,1
Verify utili*ty bill Claim your jackpot money Call t!o claimwfunds,1
Tawhirimatea: Wind god! Goblin Trap: Avoid the pit! Dance Festival: All styles welcome! Tama Miriona Nui: Great million children! Mere Pounamu: Greenstone club! Skat Game: German style!,0
Forty Thi%eves: Big ljyout!,0
Tap Dance: Rhythm challenge! Valentine’s Day: Love letters! Swing Dance: Jive tonight! Clean Up: Beach cleanup! Forro Night: Brazilian flair! Whare Runanga: Meeting house! Mass Schedule: 10 AM start!,0
Free diamond earpings Identity check n#eeded Phishing link notice,1
Team Update: Meeting rescheduled to 2 PM. Tamatea: Planting time! Festival of Lights: Lanterns up!,0
Hello there Tama Toru Nui: Great three children!,0
Claim your cash prize Phishing link found Call to verify email Click for free reward Free diamond pendant Account fraud warning Win a beach resort,1
Win a seaside cottage Free vacation package Win a tropical estate Account access blocked Win a beachfront property Phony verification request Click for free gift card,1
Magic Performance: Book your seat! Tama Whitu: Seven children! Sukkot Celebration: Harvest huts! Norteno Band: Accordion fun! Baby Shower: Gifts welcome! Simchat Torah: Torah dance! Elf Magic: Forest charm!,0
